,events,woba_value,launch_speed,launch_angle
535242,field_out,0.0,89.5,-20.0
535254,single,0.9,99.6,9.0
535261,field_out,0.0,98.2,50.0
535262,field_out,0.0,97.5,27.0
535263,double,1.25,90.4,17.0
535265,field_out,0.0,94.7,62.0
535267,field_out,0.0,106.3,17.0
535277,field_out,0.0,98.0,41.0
535285,field_out,0.0,85.7,-23.0
535290,field_out,0.0,96.0,-36.0
535299,home_run,2.0,103.7,32.0
535315,single,0.9,69.3,13.0
535319,field_out,0.0,73.9,61.0
535325,single,0.9,90.8,-2.0
535329,field_out,0.0,91.3,33.0
535334,field_out,0.0,93.2,33.0
535336,field_out,0.0,84.9,5.0
535349,field_out,0.0,97.1,1.0
535355,double,1.25,107.8,6.0
535364,field_out,0.0,87.2,37.0
535365,field_out,0.0,72.7,-54.0
535405,field_out,0.0,65.8,-16.0
535413,field_out,0.0,87.1,8.0
535416,single,0.9,97.7,-11.0
535421,single,0.9,97.3,10.0
535423,field_out,0.0,80.8,25.0
535431,field_out,0.0,81.5,-44.0
535441,field_out,0.0,90.8,-47.0
535448,field_out,0.0,54.4,-38.0
535456,field_out,0.0,105.6,-31.0
535460,double,1.25,92.9,8.0
535468,field_out,0.0,89.8,-32.0
535472,field_out,0.0,94.0,28.0
535473,field_out,0.0,77.9,78.0
535487,single,0.9,73.7,21.0
535488,single,0.9,109.5,10.0
535491,field_out,0.0,90.1,25.0
535492,field_out,0.0,98.3,-18.0
535496,single,0.9,86.8,8.0
535502,field_out,0.0,95.3,-8.0
535508,field_out,0.0,99.8,-11.0
535511,field_out,0.0,77.9,42.0
535519,field_out,0.0,93.1,47.0
535520,home_run,2.0,106.8,25.0
535522,double,1.25,104.8,23.0
535527,single,0.9,99.5,13.0
535531,single,0.9,89.9,17.0
535536,field_out,0.0,81.5,-14.0
535538,field_out,0.0,76.7,-32.0
535552,field_out,0.0,89.8,22.0
535570,field_out,0.0,101.2,6.0
535573,field_out,0.0,93.1,57.0
535580,double,1.25,109.5,-5.0
535599,field_out,0.0,91.4,25.0
535607,field_out,0.0,85.3,8.0
535615,single,0.9,86.3,19.0
535618,field_out,0.0,82.6,40.0
535619,field_out,0.0,90.4,-18.0
535622,single,0.9,115.0,5.0
535624,single,0.9,87.0,15.0
535634,home_run,2.0,99.4,25.0
535643,single,0.9,97.3,10.0
535649,field_out,0.0,84.7,42.0
535668,field_out,0.0,84.6,-12.0
535671,home_run,2.0,102.1,15.0
535681,field_out,0.0,97.0,19.0
535695,field_out,0.0,78.5,37.0
535696,single,0.9,92.2,16.0
535706,field_out,0.0,80.1,5.0
535707,field_out,0.0,113.8,-3.0
535710,field_out,0.0,77.4,-6.0
535747,field_out,0.0,71.2,47.0
535768,single,0.9,99.2,3.0
535779,field_out,0.0,79.0,48.0
535786,single,0.9,98.9,7.0
535788,field_out,0.0,80.9,-45.0
535790,field_out,0.0,84.2,50.0
535803,single,0.9,98.7,28.0
535824,field_out,0.0,82.8,2.0
535832,double,1.25,108.3,20.0
535836,single,0.9,110.3,7.0
535839,field_out,0.0,68.2,-6.0
535845,field_out,0.0,95.5,23.0
535853,field_out,0.0,99.4,23.0
535863,double,1.25,100.0,2.0
535867,single,0.9,76.6,25.0
535871,field_out,0.0,105.7,25.0
535892,double,1.25,99.8,14.0
535897,field_out,0.0,87.0,38.0
535900,field_out,0.0,63.7,-3.0
535907,single,0.9,86.2,15.0
535910,single,0.9,74.4,26.0
535917,field_out,0.0,100.7,18.0
535929,field_out,0.0,100.6,48.0
535930,field_out,0.0,78.8,41.0
535933,single,0.9,71.2,17.0
535937,field_out,0.0,67.4,-60.0
535945,field_out,0.0,61.2,82.0
535951,field_out,0.0,90.5,28.0
535956,field_out,0.0,39.3,-83.0
535960,field_out,0.0,88.6,52.0
535961,single,0.9,66.4,9.0
535965,field_out,0.0,52.3,8.0
535971,single,0.9,86.1,20.0
535979,double,1.25,95.6,11.0
535981,field_out,0.0,93.7,-16.0
535983,field_out,0.0,98.3,4.0
535984,home_run,2.0,113.5,28.0
535989,field_out,0.0,80.4,82.0
536007,single,0.9,99.7,0.0
536013,single,0.9,78.1,24.0
536015,single,0.9,105.7,1.0
536019,field_out,0.0,84.6,37.0
536024,field_out,0.0,87.2,41.0
536036,single,0.9,96.0,13.0
536044,single,0.9,102.5,13.0
536049,single,0.9,77.3,11.0
536091,single,0.9,98.3,8.0
536092,single,0.9,97.0,-4.0
536097,home_run,2.0,108.1,27.0
536126,double,1.25,110.6,2.0
536128,double,1.25,103.0,16.0
536131,field_out,0.0,82.6,37.0
536134,field_out,0.0,64.3,-9.0
536157,field_out,0.0,65.4,8.0
536160,field_out,0.0,101.3,42.0
536170,single,0.9,80.4,9.0
536171,single,0.9,109.1,-15.0
536191,field_out,0.0,105.4,37.0
536195,single,0.9,67.6,28.0
536201,field_out,0.0,107.0,16.0
536202,field_out,0.0,72.5,-6.0
536207,field_out,0.0,102.8,20.0
536225,field_out,0.0,101.8,21.0
536229,field_out,0.0,101.0,34.0
536231,field_out,0.0,43.4,-67.0
536235,single,0.9,93.1,-14.0
536240,single,0.9,79.6,27.0
536253,single,0.9,109.2,9.0
536255,single,0.9,96.1,7.0
536261,field_out,0.0,79.7,-31.0
536269,single,0.9,91.2,16.0
536271,single,0.9,71.3,-26.0
536275,field_out,0.0,59.4,-42.0
536282,field_out,0.0,99.0,47.0
536295,single,0.9,92.9,17.0
536300,field_out,0.0,99.3,-11.0
536301,field_out,0.0,103.7,-7.0
536305,field_out,0.0,80.2,33.0
536322,field_out,0.0,92.0,1.0
536329,field_out,0.0,101.0,-9.0
536332,field_out,0.0,89.8,-3.0
536337,double,1.25,95.6,11.0
536339,field_out,0.0,83.6,-25.0
536361,field_out,0.0,95.7,30.0
536371,field_out,0.0,84.5,72.0
536379,field_out,0.0,90.0,-29.0
536388,field_out,0.0,75.5,-9.0
536396,field_out,0.0,50.8,51.0
536400,single,0.9,105.5,11.0
536415,field_out,0.0,78.6,26.0
536417,field_out,0.0,73.3,-24.0
536432,double,1.25,100.0,16.0
536433,field_out,0.0,94.4,25.0
536449,field_out,0.0,106.1,2.0
536452,field_out,0.0,80.9,-12.0
536453,single,0.9,98.6,-7.0
536461,double,1.25,88.9,22.0
536469,field_out,0.0,88.7,66.0
536479,field_out,0.0,94.0,50.0
536481,home_run,2.0,101.6,31.0
536486,single,0.9,101.8,-3.0
536491,single,0.9,108.6,4.0
536492,double,1.25,102.7,17.0
536503,single,0.9,101.4,-6.0
536504,field_out,0.0,109.6,-2.0
536509,field_out,0.0,105.2,17.0
536514,home_run,2.0,106.8,29.0
536517,field_out,0.0,85.8,69.0
536520,field_out,0.0,91.4,55.0
536524,double,1.25,75.4,-14.0
536531,single,0.9,97.8,-34.0
536535,single,0.9,103.0,10.0
536553,double,1.25,104.0,-1.0
536559,single,0.9,94.7,4.0
536561,home_run,2.0,106.0,27.0
536564,field_out,0.0,96.8,46.0
536566,field_out,0.0,102.9,-4.0
536567,field_out,0.0,77.6,32.0
536572,field_out,0.0,101.9,29.0
536576,single,0.9,99.0,1.0
536589,field_out,0.0,78.8,1.0
536615,single,0.9,105.0,6.0
536618,field_out,0.0,93.5,43.0
536622,double,1.25,107.2,-5.0
536623,double,1.25,102.0,1.0
536629,field_out,0.0,93.6,-12.0
536633,field_out,0.0,89.4,-20.0
536635,field_out,0.0,72.7,4.0
536638,single,0.9,74.1,31.0
536639,home_run,2.0,101.7,30.0
536651,field_out,0.0,101.1,27.0
536662,single,0.9,108.1,5.0
536664,home_run,2.0,112.3,16.0
536665,single,0.9,97.0,5.0
536669,single,0.9,103.3,4.0
536672,single,0.9,87.2,4.0
536678,field_out,0.0,90.1,36.0
536681,field_out,0.0,82.1,53.0
536682,field_out,0.0,96.4,-4.0
536688,field_out,0.0,84.2,-19.0
536697,field_out,0.0,100.0,27.0
536700,field_out,0.0,102.3,24.0
536705,field_out,0.0,90.7,30.0
536732,field_out,0.0,82.8,81.0
536733,field_out,0.0,100.6,13.0
536736,field_out,0.0,94.8,21.0
536738,single,0.9,91.0,10.0
536739,field_out,0.0,87.7,24.0
536759,field_out,0.0,81.4,-19.0
536770,single,0.9,81.0,18.0
536776,single,0.9,105.0,10.0
536778,field_out,0.0,63.9,-20.0
536783,home_run,2.0,104.0,28.0
536789,field_out,0.0,93.2,-16.0
536790,field_out,0.0,84.0,37.0
536794,field_out,0.0,68.3,87.0
536799,home_run,2.0,105.9,20.0
536810,single,0.9,97.7,3.0
536812,field_out,0.0,99.7,30.0
536815,home_run,2.0,96.5,24.0
536819,field_out,0.0,88.3,7.0
536825,single,0.9,97.1,-6.0
536832,field_out,0.0,93.0,53.0
536843,field_out,0.0,94.9,22.0
536847,field_out,0.0,86.5,3.0
536851,field_out,0.0,96.6,46.0
536853,field_out,0.0,63.8,-33.0
536854,double,1.25,76.6,10.0
536863,single,0.9,72.1,14.0
536868,field_out,0.0,73.8,-20.0
536870,home_run,2.0,106.3,34.0
536886,field_out,0.0,79.6,29.0
536887,field_out,0.0,80.4,2.0
536902,field_out,0.0,91.8,-1.0
536904,home_run,2.0,106.5,25.0
536908,field_out,0.0,87.5,29.0
536910,field_out,0.0,68.2,15.0
536914,single,0.9,86.2,18.0
536919,field_out,0.0,101.6,-11.0
536922,field_out,0.0,68.4,81.0
536925,field_out,0.0,102.4,5.0
536926,field_out,0.0,98.8,31.0
536941,field_out,0.0,101.7,31.0
536946,field_out,0.0,87.6,2.0
536951,field_out,0.0,76.7,-35.0
536952,home_run,2.0,103.5,34.0
536963,single,0.9,59.7,-61.0
536966,field_out,0.0,95.9,50.0
536972,field_out,0.0,65.5,-31.0
536975,field_out,0.0,87.6,8.0
536981,field_out,0.0,76.9,42.0
536994,field_out,0.0,100.7,-6.0
536996,field_out,0.0,94.7,8.0
537006,field_out,0.0,76.2,2.0
537009,field_out,0.0,79.0,33.0
537026,single,0.9,102.0,11.0
537037,field_out,0.0,84.0,53.0
537038,single,0.9,102.7,-2.0
537040,single,0.9,99.4,7.0
537042,field_out,0.0,87.2,35.0
537048,single,0.9,113.0,-5.0
537051,field_out,0.0,91.1,59.0
537055,single,0.9,106.4,1.0
537058,field_out,0.0,74.0,-56.0
537069,single,0.9,83.5,-10.0
537075,field_out,0.0,94.1,-30.0
537078,field_out,0.0,91.0,76.0
537089,field_out,0.0,89.1,-11.0
537113,field_out,0.0,97.9,31.0
537116,field_out,0.0,93.7,26.0
537126,field_out,0.0,104.5,39.0
537127,field_out,0.0,97.7,38.0
537129,single,0.9,82.0,5.0
537130,field_out,0.0,100.9,26.0
537133,single,0.9,68.7,28.0
537136,field_out,0.0,95.6,14.0
537139,field_out,0.0,75.3,2.0
537142,double,1.25,83.6,31.0
537151,single,0.9,95.9,-4.0
537157,field_out,0.0,103.2,14.0
537161,single,0.9,112.4,2.0
537175,single,0.9,84.9,-20.0
537182,field_out,0.0,68.3,17.0
537189,field_out,0.0,73.2,-5.0
537193,single,0.9,104.6,-11.0
537197,field_out,0.0,76.1,11.0
537213,field_out,0.0,86.1,27.0
537217,single,0.9,70.7,38.0
537222,field_out,0.0,89.1,-30.0
537235,field_out,0.0,65.7,24.0
537237,field_out,0.0,93.3,8.0
537241,field_out,0.0,103.6,-22.0
537247,field_out,0.0,84.1,-29.0
537252,single,0.9,79.5,3.0
537265,home_run,2.0,101.5,26.0
537275,home_run,2.0,106.3,29.0
537280,double,1.25,106.6,18.0
537284,field_out,0.0,89.3,35.0
537296,single,0.9,109.5,12.0
537305,home_run,2.0,100.5,33.0
537307,home_run,2.0,108.6,22.0
537311,field_out,0.0,96.1,28.0
537317,home_run,2.0,107.6,20.0
537321,field_out,0.0,82.3,53.0
537335,single,0.9,106.4,-1.0
537337,field_out,0.0,99.1,27.0
537350,home_run,2.0,110.1,21.0
537365,field_out,0.0,89.0,54.0
537375,field_out,0.0,96.9,-23.0
537377,field_out,0.0,70.8,6.0
537380,field_out,0.0,80.4,-38.0
537390,field_out,0.0,93.5,-30.0
537392,home_run,2.0,108.7,39.0
537398,field_out,0.0,101.1,-16.0
537400,field_out,0.0,81.6,50.0
537405,single,0.9,111.7,3.0
537416,home_run,2.0,106.7,24.0
537426,home_run,2.0,106.1,25.0
537431,field_out,0.0,68.2,78.0
537446,field_out,0.0,96.7,34.0
537456,field_out,0.0,95.4,26.0
537457,field_out,0.0,87.0,55.0
537483,single,0.9,86.7,18.0
537485,field_out,0.0,69.6,-17.0
537493,field_out,0.0,76.7,29.0
537495,field_out,0.0,82.1,63.0
537496,field_out,0.0,100.5,18.0
537498,home_run,2.0,105.9,28.0
537499,single,0.9,99.7,0.0
537504,field_out,0.0,74.5,12.0
537510,field_out,0.0,76.9,70.0
537513,double,1.25,101.8,23.0
537514,double,1.25,110.1,16.0
537519,field_out,0.0,43.3,26.0
537523,field_out,0.0,86.3,55.0
537527,field_out,0.0,93.9,62.0
537544,field_out,0.0,95.1,25.0
537566,field_out,0.0,94.0,31.0
537575,single,0.9,75.2,24.0
537586,field_out,0.0,99.8,22.0
537588,field_out,0.0,100.8,35.0
537609,double,1.25,99.1,16.0
537612,field_out,0.0,102.4,9.0
537622,field_out,0.0,85.9,47.0
537628,field_out,0.0,103.0,-6.0
537632,field_out,0.0,108.7,-16.0
537634,field_out,0.0,83.7,-46.0
537638,field_out,0.0,54.1,-51.0
537640,field_out,0.0,71.3,9.0
537643,field_out,0.0,78.8,51.0
537652,field_out,0.0,94.0,-27.0
537660,field_out,0.0,53.9,-14.0
537672,single,0.9,73.6,21.0
537675,field_out,0.0,98.9,43.0
537681,single,0.9,59.9,50.0
537684,single,0.9,99.0,6.0
537688,field_out,0.0,86.0,-18.0
537691,field_out,0.0,85.9,37.0
537694,field_out,0.0,92.3,-13.0
537695,field_out,0.0,100.9,-15.0
537701,home_run,2.0,99.7,26.0
537727,single,0.9,102.2,8.0
537733,single,0.9,93.4,19.0
537734,field_out,0.0,101.8,16.0
537736,double,1.25,91.2,38.0
537743,field_out,0.0,86.6,5.0
537749,field_out,0.0,74.2,43.0
537754,field_out,0.0,102.3,38.0
537759,field_out,0.0,86.3,-26.0
537761,field_out,0.0,86.4,-7.0
537773,field_out,0.0,89.4,10.0
537776,field_out,0.0,99.2,61.0
537783,home_run,2.0,99.4,29.0
537787,field_out,0.0,94.0,29.0
537791,field_out,0.0,85.2,21.0
537806,field_out,0.0,98.5,23.0
537807,field_out,0.0,96.4,28.0
537818,double,1.25,99.7,23.0
537819,field_out,0.0,98.2,36.0
537829,single,0.9,104.1,14.0
537832,field_out,0.0,47.0,-19.0
537840,field_out,0.0,83.6,1.0
537845,single,0.9,90.3,2.0
537851,single,0.9,80.6,21.0
537853,field_out,0.0,100.7,17.0
537860,field_out,0.0,98.9,45.0
537863,field_out,0.0,93.2,-19.0
537869,field_out,0.0,60.6,-39.0
537880,field_out,0.0,82.9,12.0
537883,field_out,0.0,78.6,70.0
537892,field_out,0.0,62.5,5.0
537895,field_out,0.0,102.9,15.0
537900,field_out,0.0,100.6,55.0
537901,field_out,0.0,72.5,-2.0
537902,double,1.25,100.0,19.0
537907,field_out,0.0,101.3,45.0
537909,field_out,0.0,84.0,-35.0
537910,field_out,0.0,63.9,-46.0
537911,single,0.9,108.2,1.0
537914,double,1.25,104.6,22.0
537916,field_out,0.0,94.5,5.0
537919,field_out,0.0,86.0,75.0
537921,field_out,0.0,94.8,1.0
537922,field_out,0.0,64.2,-10.0
537926,field_out,0.0,88.4,23.0
537946,field_out,0.0,68.7,-15.0
537950,field_out,0.0,91.2,67.0
537964,field_out,0.0,60.0,23.0
537969,single,0.9,96.8,20.0
537972,single,0.9,93.1,10.0
537975,field_out,0.0,98.8,52.0
537978,single,0.9,101.1,8.0
537983,field_out,0.0,88.8,-15.0
537989,field_out,0.0,83.3,67.0
537992,single,0.9,107.2,3.0
537994,single,0.9,86.4,-2.0
537999,field_out,0.0,93.3,73.0
538012,single,0.9,80.6,18.0
538013,double,1.25,104.4,19.0
538018,field_out,0.0,97.9,26.0
538020,field_out,0.0,97.1,63.0
538033,single,0.9,86.9,7.0
538036,double,1.25,107.5,21.0
538045,single,0.9,83.3,18.0
538050,field_out,0.0,81.4,-19.0
538056,field_out,0.0,89.0,20.0
538057,field_out,0.0,82.1,54.0
538061,double,1.25,96.3,7.0
538064,single,0.9,80.4,22.0
538072,field_out,0.0,81.0,1.0
538075,field_out,0.0,97.0,-18.0
538076,field_out,0.0,72.6,54.0
538079,field_out,0.0,65.7,17.0
538081,field_out,0.0,82.6,69.0
538083,field_out,0.0,86.5,39.0
538085,double,1.25,95.7,37.0
538091,triple,1.6,101.8,36.0
538101,field_out,0.0,89.1,-30.0
538103,field_out,0.0,79.2,35.0
538110,field_out,0.0,63.2,-55.0
538114,field_out,0.0,100.0,39.0
538117,field_out,0.0,108.2,8.0
538121,field_out,0.0,100.7,20.0
538129,field_out,0.0,91.4,42.0
538131,field_out,0.0,80.7,52.0
538160,field_out,0.0,70.9,37.0
538164,field_out,0.0,64.8,44.0
538173,field_out,0.0,89.0,43.0
538177,single,0.9,80.8,7.0
538184,field_out,0.0,100.4,-26.0
538192,double,1.25,86.4,9.0
538193,single,0.9,105.0,5.0
538196,field_out,0.0,87.8,36.0
538212,field_out,0.0,100.6,-14.0
538220,single,0.9,103.0,13.0
538222,single,0.9,77.4,-42.0
538223,field_out,0.0,92.2,-8.0
538231,field_out,0.0,98.2,52.0
538233,single,0.9,75.3,23.0
538238,field_out,0.0,71.5,44.0
538242,single,0.9,54.3,-72.0
538254,single,0.9,90.1,19.0
538257,field_out,0.0,79.9,6.0
538265,field_out,0.0,93.6,18.0
538268,double,1.25,94.3,38.0
538269,field_out,0.0,94.3,24.0
538271,field_out,0.0,85.7,65.0
538272,single,0.9,73.0,51.0
538276,field_out,0.0,86.4,21.0
538278,field_out,0.0,100.2,1.0
538298,field_out,0.0,74.8,3.0
538310,single,0.9,104.7,8.0
538317,field_out,0.0,90.5,25.0
538324,single,0.9,92.8,13.0
538332,field_out,0.0,81.9,77.0
538344,triple,1.6,102.1,28.0
538351,field_out,0.0,85.0,67.0
538354,field_out,0.0,109.2,-1.0
538371,field_out,0.0,81.9,63.0
538379,single,0.9,108.1,0.0
538384,field_out,0.0,60.2,73.0
538395,single,0.9,81.3,13.0
538398,single,0.9,86.3,17.0
538402,field_out,0.0,105.6,13.0
538411,field_out,0.0,95.8,30.0
538414,double,1.25,108.1,17.0
538418,field_out,0.0,106.6,16.0
538422,field_out,0.0,52.0,27.0
538423,field_out,0.0,88.6,33.0
538425,field_out,0.0,107.9,-19.0
538427,field_out,0.0,93.5,24.0
538433,field_out,0.0,90.5,47.0
538437,field_out,0.0,92.5,9.0
538451,double,1.25,101.4,8.0
538469,field_out,0.0,75.1,8.0
538476,single,0.9,83.1,17.0
538480,field_out,0.0,63.0,14.0
538486,field_out,0.0,100.3,-18.0
538491,field_out,0.0,101.7,-7.0
538502,single,0.9,107.1,13.0
538508,single,0.9,95.9,-2.0
538518,field_out,0.0,62.2,-25.0
538523,single,0.9,95.5,13.0
538528,field_out,0.0,93.1,21.0
538545,field_out,0.0,89.9,45.0
538548,field_out,0.0,82.1,72.0
538554,single,0.9,65.7,-57.0
538557,field_out,0.0,90.1,22.0
538561,field_out,0.0,101.8,0.0
538570,field_out,0.0,99.4,46.0
538583,single,0.9,39.4,-56.0
538591,field_out,0.0,89.6,-8.0
538593,double,1.25,107.4,15.0
538598,field_out,0.0,84.9,25.0
538600,field_out,0.0,92.7,0.0
538602,field_out,0.0,102.6,-45.0
538607,field_out,0.0,86.0,8.0
538609,field_out,0.0,95.4,18.0
538615,field_out,0.0,76.0,-2.0
538623,single,0.9,100.8,-5.0
538632,single,0.9,56.6,-65.0
538644,field_out,0.0,55.3,-4.0
538650,double,1.25,89.4,14.0
538651,single,0.9,93.1,18.0
538656,field_out,0.0,84.2,-24.0
538670,single,0.9,104.3,-8.0
538673,field_out,0.0,82.1,-13.0
538688,single,0.9,80.6,20.0
538691,field_out,0.0,101.3,0.0
538704,field_out,0.0,77.8,45.0
538718,single,0.9,101.0,-13.0
538720,field_out,0.0,97.7,41.0
538721,field_out,0.0,77.3,38.0
538724,field_out,0.0,79.8,57.0
538727,field_out,0.0,85.7,36.0
538730,field_out,0.0,102.4,-16.0
538735,single,0.9,100.9,14.0
538738,field_out,0.0,89.9,11.0
538744,field_out,0.0,92.0,-34.0
538750,field_out,0.0,87.4,3.0
538756,field_out,0.0,89.0,-10.0
538759,field_out,0.0,82.8,-9.0
538763,double,1.25,102.0,14.0
538785,single,0.9,94.8,-10.0
538790,field_out,0.0,91.9,6.0
538822,field_out,0.0,72.8,-14.0
538823,field_out,0.0,82.3,29.0
538832,field_out,0.0,48.2,-10.0
538835,single,0.9,92.9,0.0
538836,field_out,0.0,95.8,-6.0
538845,field_out,0.0,86.4,21.0
538855,field_out,0.0,94.3,17.0
538875,field_out,0.0,60.8,-22.0
538881,field_out,0.0,81.9,32.0
538893,single,0.9,68.3,32.0
538897,field_out,0.0,78.7,28.0
538914,single,0.9,72.4,1.0
538923,single,0.9,87.4,13.0
538931,field_out,0.0,76.4,12.0
538941,field_out,0.0,76.5,67.0
538946,double,1.25,91.1,19.0
538951,single,0.9,82.1,19.0
538965,single,0.9,104.0,14.0
538969,single,0.9,60.9,-45.0
538972,field_out,0.0,92.0,-2.0
538985,field_out,0.0,95.6,37.0
538987,home_run,2.0,109.8,25.0
538992,single,0.9,107.4,-6.0
538994,field_out,0.0,105.4,14.0
539003,field_out,0.0,80.4,29.0
539005,field_out,0.0,74.2,-8.0
539007,field_out,0.0,100.7,25.0
539012,field_out,0.0,84.4,4.0
539014,home_run,2.0,105.4,22.0
539032,single,0.9,64.1,35.0
539036,single,0.9,91.2,15.0
539052,single,0.9,93.4,17.0
539053,double,1.25,99.7,12.0
539056,field_out,0.0,88.8,36.0
539058,home_run,2.0,108.2,33.0
539061,field_out,0.0,84.0,50.0
539071,home_run,2.0,103.8,27.0
539078,double,1.25,100.7,-1.0
539087,field_out,0.0,85.1,10.0
539091,field_out,0.0,91.7,-2.0
539124,single,0.9,92.6,16.0
539134,field_out,0.0,100.1,41.0
539135,field_out,0.0,87.7,34.0
539145,single,0.9,103.3,8.0
539146,field_out,0.0,88.6,59.0
539152,field_out,0.0,63.8,49.0
539157,field_out,0.0,88.1,-12.0
539161,field_out,0.0,74.4,-9.0
539167,single,0.9,71.5,34.0
539171,field_out,0.0,76.6,56.0
539177,field_out,0.0,100.7,44.0
539178,single,0.9,90.6,14.0
539180,single,0.9,102.6,6.0
539181,field_out,0.0,49.6,-59.0
539186,single,0.9,96.0,6.0
539187,double,1.25,97.9,26.0
539189,single,0.9,89.5,24.0
539197,field_out,0.0,101.1,4.0
539198,field_out,0.0,100.3,-7.0
539200,field_out,0.0,91.1,-3.0
539202,field_out,0.0,106.0,-3.0
539210,field_out,0.0,90.5,9.0
539211,field_out,0.0,85.5,21.0
539215,double,1.25,84.7,20.0
539222,double,1.25,108.0,21.0
539225,field_out,0.0,99.7,31.0
539226,home_run,2.0,102.5,28.0
539228,home_run,2.0,104.2,31.0
539233,single,0.9,64.9,-24.0
539239,field_out,0.0,91.7,20.0
539241,single,0.9,101.7,7.0
539246,field_out,0.0,67.9,-38.0
539252,field_out,0.0,65.0,-60.0
539255,field_out,0.0,77.6,61.0
539265,field_out,0.0,97.9,40.0
539269,field_out,0.0,80.6,49.0
539272,field_out,0.0,84.5,36.0
539278,double,1.25,97.4,-4.0
539285,field_out,0.0,70.2,-50.0
539288,single,0.9,98.1,14.0
539291,field_out,0.0,99.9,1.0
539294,field_out,0.0,93.5,47.0
539304,field_out,0.0,86.3,-1.0
539310,field_out,0.0,84.2,-4.0
539315,single,0.9,73.7,-42.0
539316,field_out,0.0,100.8,10.0
539323,field_out,0.0,83.2,-3.0
539324,field_out,0.0,96.8,33.0
539327,field_out,0.0,88.3,57.0
539329,field_out,0.0,89.0,11.0
539331,single,0.9,96.4,-3.0
539356,field_out,0.0,90.0,-13.0
539357,home_run,2.0,106.9,36.0
539358,double,1.25,84.7,50.0
539359,single,0.9,77.1,-55.0
539363,single,0.9,76.7,-53.0
539369,field_out,0.0,71.5,44.0
539371,single,0.9,107.5,9.0
539383,single,0.9,99.8,2.0
539391,home_run,2.0,105.6,25.0
539399,double,1.25,103.4,6.0
539403,field_out,0.0,74.9,43.0
539406,single,0.9,112.9,6.0
539417,field_out,0.0,85.8,39.0
539421,field_out,0.0,65.6,12.0
539446,home_run,2.0,105.7,25.0
539473,field_out,0.0,72.6,33.0
539475,field_out,0.0,87.4,33.0
539478,field_out,0.0,82.1,70.0
539482,double,1.25,97.6,26.0
539484,field_out,0.0,68.0,47.0
539504,field_out,0.0,106.3,38.0
539514,field_out,0.0,75.5,9.0
539518,field_out,0.0,106.3,2.0
539524,field_out,0.0,79.6,-25.0
539526,field_out,0.0,90.9,48.0
539531,single,0.9,100.6,6.0
539535,single,0.9,97.1,14.0
539540,single,0.9,86.2,17.0
539548,home_run,2.0,112.2,18.0
539552,field_out,0.0,99.4,4.0
539575,field_out,0.0,96.2,24.0
539588,single,0.9,93.6,-10.0
539592,field_out,0.0,102.6,6.0
539598,field_out,0.0,97.4,23.0
539599,field_out,0.0,82.3,-16.0
539604,field_out,0.0,80.1,44.0
539608,field_out,0.0,107.5,3.0
539613,field_out,0.0,97.0,25.0
539617,home_run,2.0,113.6,19.0
539619,field_out,0.0,90.3,67.0
539621,field_out,0.0,97.8,2.0
539623,field_out,0.0,103.6,38.0
539631,field_out,0.0,83.1,59.0
539632,field_out,0.0,100.7,18.0
539645,field_out,0.0,84.7,63.0
539646,single,0.9,65.2,26.0
539650,field_out,0.0,72.6,17.0
539654,field_out,0.0,97.6,28.0
539665,field_out,0.0,78.0,85.0
539672,single,0.9,78.9,24.0
539675,field_out,0.0,106.0,-30.0
539677,field_out,0.0,58.7,-2.0
539686,double,1.25,104.3,22.0
539689,field_out,0.0,93.2,17.0
539692,field_out,0.0,93.3,32.0
539695,double,1.25,103.4,3.0
539701,field_out,0.0,84.1,38.0
539705,single,0.9,111.4,9.0
539708,field_out,0.0,92.2,2.0
539710,field_out,0.0,102.9,47.0
539713,field_out,0.0,104.7,-3.0
539733,field_out,0.0,82.9,42.0
539740,single,0.9,99.3,11.0
539748,single,0.9,87.7,-2.0
539751,field_out,0.0,99.3,63.0
539753,single,0.9,74.6,13.0
539761,field_out,0.0,101.5,-21.0
539778,field_out,0.0,96.3,35.0
539787,field_out,0.0,85.7,29.0
539793,single,0.9,88.3,-1.0
539807,field_out,0.0,103.0,-31.0
539814,field_out,0.0,101.9,-2.0
539820,field_out,0.0,61.8,42.0
539821,field_out,0.0,55.4,83.0
539823,single,0.9,103.8,2.0
539826,single,0.9,97.6,9.0
539832,double,1.25,98.9,12.0
539844,field_out,0.0,88.4,58.0
539848,field_out,0.0,72.2,-8.0
539853,field_out,0.0,79.0,-39.0
539858,single,0.9,86.3,17.0
539862,double,1.25,105.7,19.0
539868,field_out,0.0,94.1,2.0
539870,field_out,0.0,88.2,-25.0
539876,single,0.9,86.7,21.0
539878,field_out,0.0,101.0,47.0
539880,field_out,0.0,91.6,69.0
539890,field_out,0.0,87.1,25.0
539894,field_out,0.0,99.6,-9.0
539896,home_run,2.0,105.9,24.0
539898,field_out,0.0,98.0,-4.0
539912,field_out,0.0,78.9,12.0
539916,field_out,0.0,104.5,-3.0
539920,field_out,0.0,78.9,37.0
539951,field_out,0.0,88.2,54.0
539960,field_out,0.0,99.5,38.0
539967,field_out,0.0,103.4,-5.0
539969,field_out,0.0,83.8,36.0
539971,field_out,0.0,93.6,36.0
539985,single,0.9,65.6,8.0
539996,field_out,0.0,79.0,1.0
540007,home_run,2.0,108.0,25.0
540010,single,0.9,63.3,7.0
